courseNo,competency,lectureMaterial,topicUri
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/SQL
COMP 6741,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Machine_learning
COMP 6741,APACHE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Apache_HTTP_Server
COMP 6741,NUMPY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/NumPy
COMP 6741,TIME SERIES,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Time_series
COMP 6741,WORKABLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Workable_FC
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,LIBRARY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Library
COMP 6741,INTERNACIONAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Sport_Club_Internacional
COMP 6741,DATA PREPROCESSING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Data_pre-processing
COMP 6741,RECOMMENDER SYSTEM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Recommender_system
COMP 6741,AM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Amplitude_modulation
COMP 6741,RATINGS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Credit_rating
COMP 6741,DATA STRUCTURE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Data_structure
COMP 6741,LEGO,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Lego
COMP 6741,SKLEARN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Scikit-learn
COMP 6741,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Machine_learning
COMP 6741,ALMA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Alma_Mahler
COMP 6741,DYNAMICS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Dynamical_system
COMP 6741,FEATURE EXTRACTION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Feature_extraction
COMP 6741,ACCEPT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Accept_(band)
COMP 6741,INTEGER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Integer
COMP 6741,DATA SCIENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Data_science
COMP 6741,FUSEKI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Fuseki
COMP 6741,ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,COMPILE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Compiler
COMP 6741,WORD VECTORS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Word_embedding
COMP 6741,ECOSYSTEM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Ecosystem
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,CANADA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Canada
COMP 6741,FEATURE VECTOR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Feature_(machine_learning)
COMP 6741,OPEN-SOURCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Open_source
COMP 6741,TOY STORY 2,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Toy_Story_2
COMP 6741,ARORA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Arora
COMP 6741,COSINE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Sine_and_cosine
COMP 6741,NATURAL LANGUAGE PROCESSING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Natural_language_processing
COMP 6741,RECOMMENDER ENGINE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Recommender_system
COMP 6741,GITHUB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/GitHub
COMP 6741,COMMA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Comma-separated_values
COMP 6741,PERSONAL SPACE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Proxemics
COMP 6741,LANGUAGE LOG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Language_Log
COMP 6741,MATRIX FACTORIZATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Matrix_decomposition
COMP 6741,ANACONDA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Anaconda
COMP 6741,VECTOR SPACE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Vector_space
COMP 6741,PROGRAMMING LANGUAGE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Programming_language
COMP 6741,SCIENTIFIC COMPUTING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt,http://dbpedia.org/resource/Computational_science
COMP 6741,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Machine_learning
COMP 6741,AI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,READING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Reading
COMP 6741,FEATURE SPACE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Feature_(machine_learning)
COMP 6741,O'REILLY MEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/O'Reilly_Media
COMP 6741,EUCLIDEAN DISTANCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Euclidean_distance
COMP 6741,CIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Information_security
COMP 6741,FACEBOOK,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Facebook
COMP 6741,FALSE NEGATIVE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Type_I_and_type_II_errors
COMP 6741,CROSS-VALIDATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Cross-validation_(statistics)
COMP 6741,VOLTAIRE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Voltaire
COMP 6741,REINFORCEMENT LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Reinforcement_learning
COMP 6741,INFORMATION RETRIEVAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Information_retrieval
COMP 6741,BSD LICENSE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/BSD_licenses
COMP 6741,ALGORITHM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Algorithm
COMP 6741,CAMBRIDGE ANALYTICA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Cambridge_Analytica
COMP 6741,COMPUTER PROGRAM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Computer_program
COMP 6741,NAÏVE BAYES,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Naive_Bayes_classifier
COMP 6741,IDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Israel_Defense_Forces
COMP 6741,ESSENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Essence
COMP 6741,VECTOR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Array_data_structure
COMP 6741,CHABACANO,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Chavacano
COMP 6741,SPLIT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Split_album
COMP 6741,CONNECTIONIST,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Connectionism
COMP 6741,CREATIVE COMMONS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Creative_Commons_license
COMP 6741,LUANDA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Luanda
COMP 6741,GUANTANAMO BAY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Guantanamo_Bay_detention_camp
COMP 6741,PYTHON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Monty_Python
COMP 6741,INTELLIGENT SYSTEMS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,CONTINGENCY TABLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Contingency_table
COMP 6741,GOLD STANDARD,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Ground_truth
COMP 6741,SOCRATES,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Socrates
COMP 6741,SCIKIT-LEARN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Scikit-learn
COMP 6741,PARALLEL DISTRIBUTED PROCESSING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Connectionism
COMP 6741,FALSE POSITIVE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Type_I_and_type_II_errors
COMP 6741,TIME COMPLEXITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Time_complexity
COMP 6741,QI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Qi
COMP 6741,TYPE I ERROR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Type_I_and_type_II_errors
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,DOG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Dog
COMP 6741,ARTHUR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/King_Arthur
COMP 6741,ROTE LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Rote_learning
COMP 6741,EDA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Electronic_design_automation
COMP 6741,K-MEANS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/K-means_clustering
COMP 6741,CONFUSION MATRIX,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Confusion_matrix
COMP 6741,FN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Karyotype
COMP 6741,TYPE II ERROR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Type_I_and_type_II_errors
COMP 6741,PARADISE PAPERS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Paradise_Papers
COMP 6741,MANHATTAN DISTANCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Taxicab_geometry
COMP 6741,MATHEMATICAL MODEL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Mathematical_model
COMP 6741,GUIDO,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Guido_Reni
COMP 6741,INFORMATION EXTRACTION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Information_extraction
COMP 6741,VECTOR SPACE MODEL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Vector_space_model
COMP 6741,EXTRAPOLATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Extrapolation
COMP 6741,EXTREME,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Dimension_Films
COMP 6741,NIS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Israeli_new_shekel
COMP 6741,ALISON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Alison_DiLaurentis
COMP 6741,F-MEASURE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/F-score
COMP 6741,WIKILEAKS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/WikiLeaks
COMP 6741,ENRON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt,http://dbpedia.org/resource/Enron
COMP 6741,FOAF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/FOAF_(ontology)
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Graph_theory
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,INTEGER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Integer
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,INTELLIGENT SYSTEMS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,PSEUDOCODE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/worksheet02.txt,http://dbpedia.org/resource/Pseudocode
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,AI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/SQL
COMP 6741,DATA INTEGRATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Data_integration
COMP 6741,"GHOSH, AMITAV",file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Amitav_Ghosh
COMP 6741,MONA LISA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Mona_Lisa
COMP 6741,READING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Reading
COMP 6741,SEMANTIC WEB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,RESOURCE DESCRIPTION FRAMEWORK (RDF),file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,DBPEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/DBpedia
COMP 6741,NEO4J,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Neo4j
COMP 6741,6NOTES,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/BeForU
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Graph_database
