courseURI,courseName,courseSubject,courseNumber,universityName,universityURI
file:///Users/jatin/workspace/roboprof/data#6802559104,Selected Topics in Theological Studies,THEO,399,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5828895825,Logement et aménagement du territoire dans une perspective de DÉC. Partie I,SCPA,515,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1430188815,SELECTED TOPICS IN HISTORY,HIST,291,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1596507146,SOLIDWORKS II,CECD,559,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6545436682,SELECT TOPICS 3RD WORLD STUD,INTE,353,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1538238787,Honours Project in Statistics,STAT,499,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6361833565,Research Seminar,ECON,806,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4320635314,Comparing Democracies,POLI,217,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7741848535,Honours Seminar Issues,PSYC,491,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1618784981,STUDIO INQUIRY,ARTE,608,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2252205300,Vertebrate Biology,BIOL,330,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6292934606,RESEARCH SEMINAR II,PSYC,802,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9608363182,HISTORY OF CHINA,HIST,262,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8945528269,SPEC MASTER'S LEVEL STUDIES,SPEC,616,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7620514218,BUSINESS ETHICS,GDBA,508,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6135401765,Independent Study in Intermedia,IMCA,472,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2581407424,NATIONAL & INTRNTL ECONOMICS,MBA,618,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2072608330,Creative Writing: Playwriting,ENGL,384,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9393247102,DOCTORAL THESIS RESEARCH,COMS,895B,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9298407168,Electrical Power Systems,ELEC,431,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9557409656,Adult Education in Canada and Quebec,ADED,410,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4353208302,COMPUTER VISION,COMP,6341,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4277609189,Prekindergarten Teaching Seminar,EDUC,296,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8738687130,Discovering Biotechnology,CHEM,209,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2588064943,Media Literacy,COMS,319,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2535015560,SEMINAR/INVESTMENT MANAGEMNT,MSCA,622,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1889144191,ADVANCED TOPICS IN ENVIRONMENTAL ASSESSMENT,ENVS,620,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8976762590,RESEARCH THESIS,MSCA,695,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4088461821,INDEPENDENT STUDY,DART,510,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6672711091,Intermediate Logic:  Themes and Problems,PHIL,315,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4598265270,FUNDAMENTALS OF CONTROL SYSTEMS,ELEC,372,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3765721558,Media Criticism,COMS,210,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7061505583,WEB INTERVENTION,DART,450,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5971649450,INTRO. DANCE/MOV. THERAPY,CATS,609,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5743716681,US FOREIGN RELATIONS TO 1945,HIST,357,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8186326046,Introduction to Theoretical Computer Science,COMP,335,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1187500044,Japanese Popular Culture,HIST,370,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1793222919,Networking through Informational Interviews,GPCB,699,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2776232722,Public History Internship,HIST,486,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1136322406,READING COURSE IN ANALYSIS,MATH,667,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5124694237,Research Proposal Seminar,HENV,805,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8699952813,SPEC.TOPICS CONT.STUDIO PRAC,ARTX,399,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5334418340,Supervised Internship II,DFTT,409,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4646523631,KINETIC THEORY OF GASES,MECH,6101,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4081789738,Topics in Judaic Studies,RELI,802,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2492142344,Looking ahead: making the most of your graduate student experience for career readiness,GPCB,610,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5930784772,Independent Study II,FBRS,452,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8947592286,ART THERAPY PRACTICUM II,ATRP,614,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8230963155,Software Testing and Validation,COEN,448,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2594602223,Linear Models,STAT,360,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4006355681,HONOURS SEMINAR IN MANAGEMENT I,MANA,390,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9415575969,Sanskrit,LING,330,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3888029308,Food and Sustainability,SOCI,384,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9714215813,Introduction to Food Studies: We are What We Eat,FFAR,254,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9578458260,Optical Devices for High?Speed Communications,ELEC,425,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7606410134,SPEC MASTER'S LEVEL STUDIES,SPEC,643,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3885181608,Computers in Language Learning,TESL,330,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1039893136,INDUSTRIAL STAGE & TRAINING,ENCS,6921,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5783517052,Gas Dynamics,MECH,461,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2088226691,Managing Control Systems,EMBA,631,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6980306279,Topics RabbinicJudaism,RELI,665,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5973609917,Translation Practice,ITAL,307,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4474633965,LBCL SELECTED TOPICS,LBCL,299,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8303558212,Research and Thesis,HENV,895,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2882825637,Urban Laboratory,URBS,333,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3928553515,DESIGNING ADULT LRN.PROJECTS,ADIP,541,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9811886835,Syntax-Semantics Interface,LING,477,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4382327873,Project Management for Construction,BLDG,478,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3005885320,ADV TOP/RADIAT+RADIOTRACE ME,BIOL,435,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4813575009,ICAO - AVSEC PMC,JMEC,530,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4927210307,Financial Economics,ECON,433,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5701851724,"Imaginaires, mythes et symboles",FLIT,451,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9621554721,Effective Communication Skills,COMS,205,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7495452542,Philosophical Foundations of Christian Theology,THEO,393,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1600220744,Supervised Internship I,DFTT,408,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6641271986,Introduction to Neural Networks,STAT,385,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7227396045,Introduction to Ethics,PHIL,232,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7316778866,Littératures et cultures populaires de la Francophonie,FLIT,406,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1242508623,Negotiating Your Job Offers,GPCB,631,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5909938600,MICROMECHATRONIC SYST./APPL.,ENGR,6371,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1497785457,Christian Origins,RELI,302,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4952344648,STATISTICS AND PROBABILITY,MATH,637,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6833561525,ADVANCED TOPICS IN PHIL,PHIL,668,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3310854740,TOPICS IN EDUC INFORMATICS I,ETEC,595,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8754016661,POLYM CHEM & ENG,CHME,6111,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4747462336,RESEARCH PRACTICE,ARTE,682,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2797885215,VEHICLE DYNAMICS,MECH,6751,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4085727321,Honours Essay,ENGL,474,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6055548017,SELECTED TOPICS IN GEOLOGY,GEOL,399,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1656611560,Correction phonétique (niveau avancé),FRAN,315,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1707610498,TOPICS IN DANCE,DANC,450,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6755371792,ORGANIZATIONAL CULTURE,COMS,861,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1048572654,Qualitative Research Methods for Practitioners,AHSC,382,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4165740964,Electric Power Distribution Networks,ELEC,443,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3916075434,EXHIBITION OR FILM PROJECT,PROJ,692,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1845427983,Indigenous CED/Le DÉC en milieu autochtone,SCPA,536,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3929472325,SPECIAL TOPICS IN PHOTOGRAPHY,PHOT,499,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2217839239,Classical Text Project,ACTT,460,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9604479169,Decolonizing Anthropology,ANTH,601,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5671304092,Writing for Business,ENGL,397,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1507759649,SPEC TOP/CDN & QBC POLITICS,POLI,813,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1823789874,RESEARCH IN THE CATS,CATS,691,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9509789468,Design Thinking for Powerful Strategic Planning,CEPS,1084EO,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5781764636,CORPORATE FINANCE,ADMI,840,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1156463998,Mechanical Engineering Drawing,MIAE,211,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1739811136,Building an Effective Graduate Student - Supervisor Relationship,GPLL,18,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1582642416,Littérature d’Haïti,FLIT,367,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2982486803,Modern Analog Filter Design,ELEC,441,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9697032750,BUILDING ENVIRONMENT,BLDG,6701,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8274070712,FUNDAMENTALS/INSTRUC DESIGN,ETEC,650,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5803683450,SOIL TESTING + PROPERTIES,CIVI,6531,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2312442089,SEM MRGRS RESTRUCT/CORP CNTL,MSCA,624,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4553495742,Transform Calculus and Partial Differential Equations,ENGR,311,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4452294435,QUEBEC SINCE CONFEDERATION,HIST,210,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3179100052,SPECIAL TOPIC/SOCIOLOGY I,SOCI,750,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8682108411,Independent Study II,JPER,472,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5770846074,Advanced Seminar in Public Policy and Administration,POLI,489,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2984416278,Product Design and Development,MIAE,380,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2406417977,STAGE DE FORMATION (F),FTRA,620,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4402321773,Policy Analysis and Program Evaluation,POLI,362,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6637227767,SELECT TOPIC IN LIBRARY STUD,LIBS,376,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1973771326,Operating Systems,COMP,346,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8913101976,Stage de formation : du français à l'anglais II,FTRA,425,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2291104990,SPECIAL TOPICS SEMINAR,MARK,491,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4790291152,Data Structures and Algorithms,COEN,352,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6390391748,Geo-Environmental Engineering,CIVI,469,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8309175545,SELECTED TOPICS IN WSDB,WSDB,298,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6027214544,JAZZ STUDIES CAPSTONE SEMINAR AND PROJECT,JAZZ,400,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2530688940,Pragmatic Aspects of Bi/Multilingualism and Language Learning,EDUC,862,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6933642744,Software Process,SOEN,341,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3606959935,Independent Study I,TDEV,405,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7204215087,Translation Issues in Spanish American Culture,SPAN,475,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9119732132,(also listed as MARK 462) Environment of World Business,IBUS,462,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2431721825,STAT CONSULT & DATA ANALYSIS,MAST,678,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9290964552,INFORMATION TECHNOLOGY AND DIGITAL STRATEGY,EMBA,621,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9109990321,SPECIAL TOPICS IN JPER,JPER,398,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3425211398,Advanced Adult Intervention,PSYC,8203,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4242841749,FUND/HUMAN PERFORM TECH,ETEC,551,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4490745829,Growing Your Own Business,GCE,513,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6840862348,SEM. FILM & MOVING IMA. HIST,FMST,801,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9660343693,STRUCTURAL GENOMICS,BIOL,511,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6669015221,"Contemporary Issues in Economy, Society, and Biodiversity",SOCI,270,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5394341434,"Communication, Conflict and Peace",COMS,878,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6579966666,PROD&RÉCEPTION DU LITTÉRAIRE,FLIT,619,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5905575856,TOPICS/BLDG ENGINEERING,BLDG,498,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6879178935,Introduction to Optical Communication Systems,ELEC,466,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1654822972,Organizational Development II,AHSC,425,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5345410955,Canada: State-Society Relations,POLI,409,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8839420385,SYSTEMS INTEGRATION AND TEST,INSE,6421,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1061311368,DOCTORAL LEVEL STUDIES,INDI,841,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5394748347,RDGS IN WORLD RELIGIONS,RELI,619,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8110766147,Modernist New York,HIST,318,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5876133654,Field Project Preparation / Préparation au projet sur le terrain,SCPA,5060,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8312124802,Research Project in Journalism Studies,JOUR,508,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2365502844,Integrative Human Physiology,EXCI,460,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7777254087,Advanced Elements of Production,SCEN,471,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4109915633,Professional and Effective Email Writing,GPSC,415,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9238762927,PLAN.+ DESIGN OF BRIDGES,CIVI,6101,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1109026333,MASTER'S LEVEL STUDIES,INDI,635,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8047788599,Getting Ready for the Environmental Assessment Internship,ENVS,608,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8236316928,SEMINAR IN POLITICAL THEORY,POLI,632,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2733213668,FIELDWORK PRACTICE,AHSC,435,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4445131908,REFLECTIVE LEARNING I,CWTB,101,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2611982668,Rebellion in Ireland and the Canadas,IRST,412,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7546667844,Advanced Elements of Production,SCEN,471,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3843357121,ART THERAPY PRACTICUM I,ATRP,613,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4448660457,Elementary Functions,MATH,201,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6560466475,Image Processing,COMP,6771,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3244636468,COGNITIVE SCIENCE SEMINAR I,PSYC,845D,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4447195200,AUTONOMY,CEPD,212,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7395790713,GERMAN HISTORY IN THE 20TH C,HIST,352,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9120831122,Religions of Asia,RELZ,215,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5917152006,Littératures de la Caraïbe francophone,FLIT,365,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7268066756,Design of Steel Structures,CIVI,454,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3304626692,Special Topics in Ceramics,CERA,498,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
